Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
868e43yct,"Summer is here, get ready for fall","",complete,1748377985269,"5/27/2025, 4:33:05 PM EDT",,"",,"",868e43ycg,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868eh1w04,"Blackburns Email Campaign","",complete,1750877493796,"6/25/2025, 2:51:33 PM EDT",1750924800000,"6/26/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868g78u2j,"Summer is here, get ready for fall","",complete,1762185218940,"11/3/2025, 10:53:38 AM EST",,"",,"",868g78u28,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868fy33fh,"Summer is here, get ready for fall","",complete,1760122497327,"10/10/2025, 2:54:57 PM EDT",,"",,"",868fy33fb,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868fy33fb,"Blackburns Email Campaign","",complete,1760122497066,"10/10/2025, 2:54:57 PM EDT",1759392000000,"10/2/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bve7gz,"1/29/25 email campaign","",complete,1736452121709,"1/9/2025, 2:48:41 PM EST",1737709200000,"1/24/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868d6rwma,"Blackburns Email Campaign","",complete,1742836415568,"3/24/2025, 1:13:35 PM EDT",1743667200000,"4/3/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0rvzk,"BlackburnsChimney.com Maintenance","",complete,1737038171985,"1/16/2025, 9:36:11 AM EST",1736758800000,"1/13/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e2qmrp,"Summer is here, get ready for fall","",complete,1748009533776,"5/23/2025, 10:12:13 AM EDT",,"",,"",868dut3ze,"[]","[]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dut3ze,"Blackburns Email Campaign","",complete,1746534462552,"5/6/2025, 8:27:42 AM EDT",1748419200000,"5/28/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e43ycg,"Blackburns Email Campaign","",complete,1748377984525,"5/27/2025, 4:33:04 PM EDT",1748505600000,"5/29/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0rurm,"Blackburns Email Campaign","",complete,1737038050829,"1/16/2025, 9:34:10 AM EST",1739523600000,"2/14/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868du66ud,"Blackburns Email Campaign","",complete,1746457001736,"5/5/2025, 10:56:41 AM EDT",1746086400000,"5/1/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cwjvpg,"Blackburns Email Campaign","",complete,1741034528551,"3/3/2025, 3:42:08 PM EST",1738832400000,"2/6/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dfb232,"Blackburns Email Campaign","",complete,1744294483823,"4/10/2025, 10:14:43 AM EDT",1744876800000,"4/17/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868d56x8v,"Blackburns Email Campaign","",complete,1742475487859,"3/20/2025, 8:58:07 AM EDT",1741251600000,"3/6/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e43yk1,"Blackburns Email Campaign","",complete,1748378000221,"5/27/2025, 4:33:20 PM EDT",1749715200000,"6/12/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868ewp4wr,"Summer is here, get ready for fall","",complete,1753299530884,"7/23/2025, 3:38:50 PM EDT",,"",,"",868ewp4wj,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f919qj,"Summer is here, get ready for fall","",complete,1755691611191,"8/20/2025, 8:06:51 AM EDT",,"",,"",868f919qg,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868eh1w0a,"Summer is here, get ready for fall","",complete,1750877494108,"6/25/2025, 2:51:34 PM EDT",,"",,"",868eh1w04,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e43yk2,"Summer is here, get ready for fall","",complete,1748378000521,"5/27/2025, 4:33:20 PM EDT",,"",,"",868e43yk1,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868ewp4wj,"Blackburns Email Campaign","",complete,1753299530564,"7/23/2025, 3:38:50 PM EDT",1753344000000,"7/24/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868ej958u,"Blackburns Email Campaign","",complete,1751040952769,"6/27/2025, 12:15:52 PM EDT",1752134400000,"7/10/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f9hrqe,"Summer is here, get ready for fall","",complete,1755779133130,"8/21/2025, 8:25:33 AM EDT",,"",,"",868f9hrqd,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f9hrqd,"Blackburns Email Campaign","",complete,1755779132884,"8/21/2025, 8:25:32 AM EDT",1757577600000,"9/11/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868g78uq5,"Summer is here, get ready for fall","",complete,1762185267620,"11/3/2025, 10:54:27 AM EST",,"",,"",868g78uq3,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868g78uq3,"Blackburns Email Campaign","",complete,1762185267387,"11/3/2025, 10:54:27 AM EST",1763024400000,"11/13/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868gtwy55,"Blackburns Email Campaign","",complete,1766176589746,"12/19/2025, 3:36:29 PM EST",1764838800000,"12/4/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868gtwy5a,"Summer is here, get ready for fall","",complete,1766176590098,"12/19/2025, 3:36:30 PM EST",,"",,"",868gtwy55,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868h9a574,"Blackburns Email Campaign","",complete,1769632169054,"1/28/2026, 3:29:29 PM EST",1766653200000,"12/25/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868h9a6ff,"Blackburns Email Campaign","",to do,1769632250035,"1/28/2026, 3:30:50 PM EST",1770282000000,"2/5/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dtje83,"Send Brooke proposal by May 5th","Send Brooke proposal by May 5th",complete,1746212431633,"5/2/2025, 3:00:31 PM EDT",1746432000000,"5/5/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Prospect Tasks","[""Prospects""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e153xd,"Send a proposal including logo and hosting costs.","Send a proposal including logo and hosting costs.",complete,1747761750615,"5/20/2025, 1:22:30 PM EDT",1747814400000,"5/21/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Prospect Tasks","[""Prospects""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e18v9m,"Jim's Website Updates","",to do,1747770457599,"5/20/2025, 3:47:37 PM EDT",,"",1748419200000,"5/28/2025, 4:00:00 AM EDT",null,"[]","[Trey Kauffman]","[]",null,"Jim's Tasks","[""Jim Jurcevich""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868eajg6m,"Create review flyer","Create review flyer",complete,1749584600407,"6/10/2025, 3:43:20 PM EDT",1749715200000,"6/12/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bn8e57,"Everly poster","Three different QR codes\nFacebook\nStar Foundation Star Page\nDonate to Everly\nPortion of proceeds from raffle will go toward supporting Everly and Star Foundation\nSalla Treatment & Research Foundation\nhttps://donorbox.org/star-foundation-2",complete,1735832510734,"1/2/2025, 10:41:50 AM EST",1736326800000,"1/8/2025, 4:00:00 AM EST",,"",868bn8djn,"[]","[Trey Kauffman]","[]",3,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0qgt0,"Papa Boo's Email Blast","",complete,1737034828928,"1/16/2025, 8:40:28 AM EST",1736326800000,"1/8/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bn8djn,"Winterfest","",complete,1735832472944,"1/2/2025, 10:41:12 AM EST",1737795600000,"1/25/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",3,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cebfxe,"Papa Boo's Email Blast","",complete,1738851906567,"2/6/2025, 9:25:06 AM EST",1741424400000,"3/8/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bntexz,"Volleyball 2025","",complete,1735853935979,"1/2/2025, 4:38:55 PM EST",1736240400000,"1/7/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bntk91,"Update form on website","",complete,1735854112358,"1/2/2025, 4:41:52 PM EST",1736154000000,"1/6/2025, 4:00:00 AM EST",,"",868bntexz,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfgxe,"Christmas Week Social Posts","null",complete,1734918454873,"12/22/2024, 8:47:34 PM EST",1735203600000,"12/26/2024, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",1,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{""Checklist"":[""Merry Christmas post"",""Start marketing Winterfest gear"",""Thinking about a last minute gift idea? Grab a Boo's gift card!""]}","[]","0", "",,NaN,
868bgfvh0,"Start Putting Bands on Website & Social","",complete,1734923092806,"12/22/2024, 10:04:52 PM EST",1738314000000,"1/31/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",3,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bu8m1u,"Flyer for Winterfest with QR code","",complete,1736354146088,"1/8/2025, 11:35:46 AM EST",1736499600000,"1/10/2025, 4:00:00 AM EST",,"",868bntexz,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfgxc,"Update Winterfest Page","null",complete,1734918454866,"12/22/2024, 8:47:34 PM EST",1735203600000,"12/26/2024, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868ectx3x,"Build email for Wednesday focusing on Jeopardy!","Build email for Wednesday focusing on Jeopardy!",complete,1750087518309,"6/16/2025, 11:25:18 AM EDT",1750147200000,"6/17/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dxfcnq,"Week of May 12th Tasks","Consider rebranding events for Piratesfest\nRemove links from docks section\nSend Heidelberg flyer photos\nSend email with Piratesfest information on Wednesday",complete,1747068355675,"5/12/2025, 12:45:55 PM EDT",1747209600000,"5/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dh2hk5,"Papa Boo's Email Blast","",complete,1744657964050,"4/14/2025, 3:12:44 PM EDT",1746604800000,"5/7/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e0h3kk,"Promote new drinks and food items.","Promote new drinks and food items.",complete,1747670152990,"5/19/2025, 11:55:52 AM EDT",1747987200000,"5/23/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0qh6z,"Papa Boo's Email Blast","",complete,1737034865985,"1/16/2025, 8:41:05 AM EST",1739005200000,"2/8/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868ehnwvr,"Craft volleyball message for second session","Craft volleyball message for second session",complete,1750960294039,"6/26/2025, 1:51:34 PM EDT",1751011200000,"6/27/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e0h3ey,"Update volleyball schedule on the website.","Update volleyball schedule on the website.",complete,1747670138227,"5/19/2025, 11:55:38 AM EDT",1747987200000,"5/23/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868drxy0w,"Confirm event dates with Emilee in May.","Confirm event dates with Emilee in May.",complete,1746111045946,"5/1/2025, 10:50:45 AM EDT",,"",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e1r273,"Create Cabana raffle voucher","Create Cabana raffle voucher",complete,1747851253581,"5/21/2025, 2:14:13 PM EDT",1748246400000,"5/26/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868drxveu,"Add opening day event.","Add opening day event.",complete,1746110775480,"5/1/2025, 10:46:15 AM EDT",,"",,"",null,"[]","[]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868d6rgcz,"Papa Boo's Email Blast","",complete,1742835558397,"3/24/2025, 12:59:18 PM EDT",1744099200000,"4/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e3zd4g,"Fwd: Volleyball","trey@mosaiclifecreative.com\nTrey Kauffman\n(380) 201-3300\n\nMosaicLifeCreative.com <https://mosaiclifecreative.com>\n\n<https://instagram.com/treykauffman>  <https://tiktok.com/@realtreykauffman>\n<https://facebook.com/mosaiclifebrands>\n<https://linkedin.com/in/treykauffman>\n\nMosaic Life Newsletters\n\n🎟️ Grove City Events <https://grovecityevents.com/>\n\n🫗 IWNDWYT <https://iwndwyt.pizza>\n🧬 Live by Design <https://mosaiclife.co>\n\n\n---------- Forwarded message ---------\nFrom: Pat Martin <pat@papaboos.com>\nDate: Tue, May 27, 2025 at 1:16 PM\nSubject: Fwd: Volleyball\nTo: Trey Kauffman <trey@mosaiclifecreative.com>\n\n\nUpdated volleyball schedule.\n\n---------- Forwarded message ---------\nFrom: Zack Patterson <zackclarkpatterson@gmail.com>\nDate: Tue, May 27, 2025 at 12:49 PM\nSubject: Re: Volleyball\nTo: Emilee Nutt <emilee@papaboos.com>\nCc: Pat Martin <pat@papaboos.com>, Autumn Grimsley <autumn@papaboos.com>,\nMonique Miller <monique@papaboos.com>\n\n\nupdated schedule\n\n\n\nOn Mon, May 19, 2025 at 10:30 AM Emilee Nutt <emilee@papaboos.com> wrote:\n\n> Hi Zack,\n> I realized that week number 2 should not be that week. Next monday is\n> memorial day.\n> week 1- 5/19\n> week 2-6/2\n> week 3 6/9\n> week 4 - 6/16\n> week 5 - 6/23\n> week 6 - 6/30\n> Thank you !\n> emilee\n>\n> On Wed, May 14, 2025 at 11:49 AM Zack Patterson <\n> zackclarkpatterson@gmail.com> wrote:\n>\n>> Looks great!\n>>\n>> Best,\n>>\n>> Zack Patterson\n>>\n>> On Wed, May 14, 2025, 11:28 AM Pat Martin <pat@papaboos.com> wrote:\n>>\n>>> Zack,\n>>>\n>>> Let me know what you think of the attachment to use for our score\n>>> submission page for the volleyball teams.\n>>>\n>>> Thank you,\n>>>\n>>> Pat\n>>>\n>>> On Tue, May 13, 2025 at 12:49 PM Zack Patterson <\n>>> zackclarkpatterson@gmail.com> wrote:\n>>>\n>>>> No problems!\n>>>>\n>>>> Best,\n>>>>\n>>>> Zack Patterson\n>>>>\n>>>> On Tue, May 13, 2025, 12:41 PM Pat Martin <pat@papaboos.com> wrote:\n>>>>\n>>>>> My man! Thank you, sir!\n>>>>>\n>>>>> On Tue, May 13, 2025 at 12:32 PM Zack Patterson <\n>>>>> zackclarkpatterson@gmail.com> wrote:\n>>>>>\n>>>>>> \n>>>>>>\n>>>>>> On Tue, May 13, 2025 at 11:48 AM Pat Martin <pat@papaboos.com> wrote:\n>>>>>>\n>>>>>>> Hello Zack,\n>>>>>>>\n>>>>>>> Quick edit question for you. Would you mind replacing the existing\n>>>>>>> Papa Boo's logo that you have with the one attached? We are celebrating 25\n>>>>>>> years this year and would love to use our corresponding logo if possible.\n>>>>>>> If not, no big deal.\n>>>>>>>\n>>>>>>> Thank you,\n>>>>>>>\n>>>>>>> Pat\n>>>>>>>\n>>>>>>> On Mon, May 12, 2025 at 4:28 PM Zack Patterson <\n>>>>>>> zackclarkpatterson@gmail.com> wrote:\n>>>>>>>\n>>>>>>>> \n>>>>>>>>\n>>>>>>>> On Fri, May 9, 2025 at 3:09 PM Zack Patterson <\n>>>>>>>> zackclarkpatterson@gmail.com> wrote:\n>>>>>>>>\n>>>>>>>>> How do you want captains to get/take back vball and scoresheet?\n>>>>>>>>>\n>>>>>>>>> - I assume you would keep it behind the bar.\n>>>>>>>>>\n>>>>>>>>>\n>>>>>>>>> Currently working with two teams on the fringe...if both can\n>>>>>>>>> play, we have a night with 8 do we do 5:30 start, do we have a 9 oclock\n>>>>>>>>> game, do we have tuesday night games? If only one plays, do we do 5:30\n>>>>>>>>> start or 9 oclock game making a team play twice.\n>>>>>>>>>\n>>>>>>>>>\n>>>>>>>>> - Link to volleyball\n>>>>>>>>> <https://www.amazon.com/Beach-Volleyball-Official-Size-Waterproof/dp/B08XYVNHCL/ref=sr_1_9?dib=eyJ2IjoiMSJ9.aISZmu3QsIVv9CCFhUm8_EDysoap7cfKxIACvDfLRhXMp_qbF2vqluSYDmJ_naEzh3-bKuT1EniLgkTmUTLWphO4TOgY9Nr8Dy0-bPqNIgw8W717db4Foj18MfP0eszoQIxiREUI8zz9IrNbnOsGsNYCgwBEa7c9Idi7fWmMv4o2dXJhQqx1ItnngrbwKLKfcxI-eAVeOz5Q-8qYdQ3YUePFyNQ3vtpVh_zquU2KLfGN94TU6ybvLNRj0ppYH_Jdrryy2omIfqHMqN0Za3KSjAQO_RPzofRVAlExtfluszU.tgMVLKBAMXk0DE732sCbvfwVeon7vqdtmqtwNZSqAO8&dib_tag=se&keywords=sand+volleyball&qid=1746817693&refinements=p_72%3A1248957011&rnid=1248955011&s=sporting-goods&sr=1-9>\n>>>>>>>>>\n>>>>>>>>>\n>>>>>>>>> - Link to score sheet\n>>>>>>>>> <https://docs.google.com/forms/d/e/1FAIpQLSfACxntF2XavdVBD536VvGKIjvlpHLpTFpu2qHMu5BijWE6Yg/viewform?usp=dialog>\n>>>>>>>>>\n>>>>>>>>>\n>>>>>>>>> - Current Schedule is attached\n>>>>>>>>>\n>>>>>>>>>\n>>>>>>>>> Outline for Monday's Meeting:\n>>>>>>>>>\n>>>>>>>>>\n>>>>>>>>> - Share Schedule\n>>>>>>>>>\n>>>>>>>>> - Share Rules (straight from website)\n>>>>>>>>>\n>>>>>>>>>  - Share Expectations (straight from website)\n>>>>>>>>>\n>>>>>>>>>\n>>>>>>>>>    - first team pick up ball and scoring\n>>>>>>>>>    - last team put away ball and scoring\n>>>>>>>>>    - move any tables chairs back where you got them\n>>>>>>>>>\n>>>>>>>>>\n>>>>>>>>> --\n>>>>>>>>> Best,\n>>>>>>>>>\n>>>>>>>>> Zack Patterson\n>>>>>>>>>\n>>>>>>>>\n>>>>>>>>\n>>>>>>>> --\n>>>>>>>> Best,\n>>>>>>>>\n>>>>>>>> Zack Patterson\n>>>>>>>>\n>>>>>>>\n>>>>>>\n>>>>>> --\n>>>>>> Best,\n>>>>>>\n>>>>>> Zack Patterson\n>>>>>>\n>>>>>\n\n-- \nBest,\n\nZack Patterson",complete,1748367206995,"5/27/2025, 1:33:26 PM EDT",,"",,"",null,"[{""title"":""original_email_l6EIk.html"",""url"":""https://t9011815894.p.clickup-attachments.com/t9011815894/32af5ecd-896a-4996-a26f-9dceac602d1b/original_email_l6EIk.html""},{""title"":""image.png"",""url"":""https://t9011815894.p.clickup-attachments.com/t9011815894/c01f263e-8b5f-49d6-a203-f8e9e31ee960/image.png""},{""title"":""image.png"",""url"":""https://t9011815894.p.clickup-attachments.com/t9011815894/43572d2d-6bd2-42c8-9a6c-69be2fc9bdf6/image.png""},{""title"":""image.png"",""url"":""https://t9011815894.p.clickup-attachments.com/t9011815894/e33cc977-fa7a-42a4-a267-655c21277702/image.png""}]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dwuxnp,"Volleyball score sheet flyer with QR code","",complete,1746823625209,"5/9/2025, 4:47:05 PM EDT",1747036800000,"5/12/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868du97v9,"Consider renaming events to include ""Pirate Fest.""","Consider renaming events to include ""Pirate Fest.""",complete,1746464889247,"5/5/2025, 1:08:09 PM EDT",1746604800000,"5/7/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dvze46,"Papa Boo's Email Blast","",complete,1746710481756,"5/8/2025, 9:21:21 AM EDT",1749369600000,"6/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868drxzu1,"Follow up with bands about videos","Follow up with bands about videos",to do,1746111197939,"5/1/2025, 10:53:17 AM EDT",,"",,"",null,"[]","[Trey Kauffman]","[]",null,"Papa Boo's","[""Papa Boo's""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e2at5d,"Create BOGO wiper blade offer for email sign ups","",complete,1747938184433,"5/22/2025, 2:23:04 PM EDT",1748419200000,"5/28/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Noebull Tasks","[""Noebull Automotive""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e2at1u,"Finish AI chat bot","",complete,1747938172485,"5/22/2025, 2:22:52 PM EDT",1749196800000,"6/6/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Noebull Tasks","[""Noebull Automotive""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868du9q5c,"Lutton Construction","Potentially interested in lower-tier option\nSaid she'll review and follow-up",active,1746465881309,"5/5/2025, 1:24:41 PM EDT",,"",,"",null,"[]","[]","[]",null,"Accounts","[""Red, White & BOOM!""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868crnkfb,"Prepare Demo Solution","null",Closed,1740420634132,"2/24/2025, 1:10:34 PM EST",,"",,"",868crnkea,"[]","[]","[]",null,"Deals","[""Red, White & BOOM!""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868crnkfe,"Prepare Demo Solution","null",Closed,1740420634146,"2/24/2025, 1:10:34 PM EST",,"",,"",868crnkec,"[]","[]","[]",null,"Deals","[""Red, White & BOOM!""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868crnk8a,"Send Proposal to Client","null",Closed,1740420624255,"2/24/2025, 1:10:24 PM EST",,"",,"",868crnk7c,"[]","[]","[]",null,"Deals","[""Red, White & BOOM!""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
